UNIPROT	Sample	common13
P53609	8	#N/A
Q13643	8	p
O95248	8	p
Q969G5	8	p
Q9BUK6	8	#N/A
Q9NW82	8	#N/A
Q86SG5	8	#N/A
O00116	8	p
Q9UP95	8	#N/A
P23368	8	p
Q8NBJ4	8	p
Q14012	8	#N/A
Q9UM07	8	#N/A
Q9Y4B6	8	p
Q9UJZ1	8	p
Q96EM0	8	#N/A
Q96HW7	8	p
Q9BW83	8	p
O00461	8	p
Q14749	8	#N/A
Q9Y653	8	#N/A
Q9UQ03	8	#N/A
Q9Y5J1	8	p
Q9HBI6	8	#N/A
P13727	8	#N/A
O00622	8	#N/A
P26358	8	p
Q3YEC7	8	p
Q7Z4V5	8	p
Q5VTR2	8	p
Q9H9S4	8	p
P80108	8	#N/A
P07148	8	#N/A
Q08477	8	#N/A
O43156	8	#N/A
P61619	8	p
Q9H9Y6	8	p
Q8WXC6	8	#N/A
Q96PU8	8	#N/A
Q9ULD0	8	#N/A
Q02487	8	p
O75439	8	p
P57729	8	#N/A
Q8WUM9	8	#N/A
Q9H492	8	#N/A
P48047	8	p
Q9Y625	8	p
P09622	8	p
Q9HCP0	8	#N/A
P52564	8	#N/A
Q9UHA4	8	p
Q16799	8	p
P51608	8	p
O75326	8	#N/A
Q96MM6	8	#N/A
P62857	8	p
O76054	8	#N/A
P29762	8	#N/A
O75663	8	p
Q7LGC8	8	#N/A
Q9NZ08	8	p
O75822	8	p
P04818	8	#N/A
P17677	8	#N/A
P04430	8	#N/A
A0A0C4DH38	8	#N/A
A0A087WSY4	8	#N/A
A0A075B6R2	8	#N/A
Q7Z304	9	p
Q8WUY1	9	p
Q13613	9	p
Q9BQS8	9	p
P47929	9	#N/A
Q8WXI7	9	#N/A
A2RRP1	9	#N/A
Q9NQX4	9	p
P98194	9	p
Q8WU39	9	p
O15111	9	p
Q96GA7	9	p
O60669	9	#N/A
Q2PPJ7	9	#N/A
Q9H8W4	9	p
O43278	9	#N/A
Q9BQC3	9	#N/A
Q86XX4	9	#N/A
Q9Y5Q9	9	p
Q13938	9	#N/A
P06213	9	p
P48052	9	#N/A
Q9Y3A6	9	p
P01130	9	#N/A
Q9UQN3	9	p
Q9Y4X5	9	p
O76038	9	#N/A
P43403	9	#N/A
Q9H974	9	p
O75223	9	p
Q96N66	9	p
P23470	9	p
P50440	9	p
Q96JH7	9	#N/A
Q14554	9	p
Q6I9Y2	9	p
Q96S99	9	#N/A
Q8NDH3	9	#N/A
Q96MX6	9	#N/A
Q9Y5A9	9	p
O95817	9	p
Q15751	9	#N/A
Q96LJ7	9	#N/A
Q9HD20	9	p
Q9BYI3	9	p
P35240	9	p
Q6ZS17	9	p
Q5TA45	9	#N/A
Q9H9C1	9	#N/A
P24386	9	#N/A
O96013	9	p
O75368	9	p
Q8WZ82	9	p
Q03405	9	#N/A
O14657	9	p
P49768	9	p
Q92629	9	p
Q9BSQ5	9	#N/A
Q13435	9	p
P35813	9	p
Q9NVX2	9	p
Q6NVY1	9	p
Q5RKV6	9	p
P62760	9	#N/A
Q12800	9	p
Q9BRZ2	9	p
Q15428	9	p
Q8IUX4	9	#N/A
Q02108	9	#N/A
P78368	9	#N/A
Q9NW08	9	#N/A
O75947	9	p
P20674	9	p
O75084	9	#N/A
P08236	9	p
Q8NBX0	9	p
O75150	9	p
Q9UPY5	9	#N/A
Q99541	9	p
O95630	9	p
Q6P4A8	9	p
Q9HD67	9	#N/A
Q9H9T3	9	p
Q6PIU2	9	p
Q9Y2L5	9	p
Q9UBB6	9	p
P35558	9	#N/A
Q9Y6M4	9	#N/A
P58335	9	#N/A
O75718	9	p
P27816	9	p
Q96CG8	9	#N/A
P62877	9	p
P46019	9	#N/A
Q6YP21	9	p
Q9BTE6	9	p
Q8IXJ6	9	#N/A
Q86U42	9	#N/A
P23497	9	p
O00757	9	#N/A
Q8TCJ2	9	p
O00139	9	p
O15460	9	p
P36542	9	p
Q12926	9	#N/A
Q9BT67	9	#N/A
P55290	9	p
Q9H9A6	9	p
O75821	9	p
O75886	9	p
Q04756	9	#N/A
Q9NZI8	9	#N/A
P13716	9	p
P16083	9	p
O75829	9	#N/A
Q6UVK1	9	p
P35590	9	#N/A
P01714	9	#N/A
P00451	9	#N/A
P43652	9	#N/A
A0A0J9YXX1	9	#N/A
Q14CN2	10	#N/A
P04118	10	#N/A
Q04864	10	#N/A
Q96BJ8	10	#N/A
Q6UVY6	10	#N/A
O60449	10	p
P55327	10	p
O43291	10	#N/A
Q7Z434	10	p
Q8WXI4	10	#N/A
Q9C075	10	#N/A
P13284	10	p
Q9UKM7	10	p
Q6FHJ7	10	#N/A
Q9H7Z7	10	p
Q9NY15	10	#N/A
Q96HF1	10	#N/A
P08217	10	#N/A
Q15628	10	p
Q7L5Y9	10	p
Q2KHT3	10	#N/A
Q9HAU5	10	p
Q9HBH0	10	#N/A
Q92796	10	p
O43704	10	#N/A
P14854	10	p
Q5TEJ8	10	#N/A
Q96RQ9	10	p
Q96S86	10	#N/A
P53365	10	p
Q15392	10	p
Q9NUY8	10	#N/A
O94829	10	#N/A
Q8IVF2	10	p
Q6NUQ4	10	p
Q9BV57	10	p
Q96I25	10	p
Q5VZ89	10	p
Q9HAC8	10	#N/A
P00813	10	p
Q9Y547	10	#N/A
P22748	10	#N/A
Q13724	10	p
Q4KMP7	10	p
Q9NXF1	10	p
Q8N9N7	10	p
Q9UJA5	10	p
Q9Y296	10	p
Q14938	10	#N/A
Q6IA86	10	p
O15355	10	p
Q5MIZ7	10	#N/A
P53794	10	#N/A
Q8N6R0	10	p
P24557	10	p
Q8N3C0	10	p
Q9UKL0	10	p
P00505	10	p
Q9Y4W2	10	p
Q5VSL9	10	#N/A
Q9BUI4	10	p
Q9BYJ9	10	p
Q6ZS30	10	#N/A
Q14332	10	#N/A
P46109	10	p
Q8WUA2	10	p
P80217	10	p
O00401	10	p
P26440	10	#N/A
P54868	10	#N/A
O00763	10	#N/A
Q9Y496	10	p
Q7L2E3	10	p
Q68BL8	10	#N/A
O75051	10	#N/A
Q15293	10	p
Q10472	10	p
P05204	10	#N/A
P32942	10	p
P04179	10	p
P17050	10	p
O95861	10	p
Q9HB07	10	p
O15232	10	#N/A
P11177	10	p
P51116	10	p
P17096	10	p
P55058	10	p
Q7LDG7	10	#N/A
Q9Y600	10	#N/A
P01019	10	p
Q92954	10	#N/A
Q8N668	11	p
P32322	11	p
Q08345	11	#N/A
Q96EC8	11	p
O15195	11	#N/A
Q96KN1	11	p
P01034	11	p
Q9P2X3	11	#N/A
Q86Y56	11	p
Q8NFF5	11	p
O60760	11	#N/A
Q9UKT8	11	#N/A
Q8IWL1	11	#N/A
P68036	11	p
Q99575	11	p
Q9Y3P9	11	p
P17706	11	p
P19835	11	#N/A
Q86UP6	11	#N/A
O43570	11	#N/A
Q8NB16	11	p
Q99959	11	p
Q14657	11	#N/A
O75506	11	#N/A
Q13610	11	p
O43653	11	#N/A
O94817	11	#N/A
P41214	11	#N/A
Q9BRP4	11	p
Q9H8H0	11	p
Q96ME1	11	#N/A
Q9H6R4	11	p
Q12788	11	p
P57740	11	p
O75884	11	p
Q8WUN7	11	#N/A
Q6ZS81	11	#N/A
Q9NPD3	11	p
P18858	11	p
Q14644	11	p
Q8WVM7	11	p
P42338	11	#N/A
Q6P1N9	11	p
Q13895	11	p
Q9UIV1	11	p
Q86TX2	11	p
Q9BZE4	11	p
Q6PCB0	11	p
P53611	11	p
Q7Z5L9	11	p
P22695	11	p
P33908	11	p
O00443	11	p
A1L0T0	11	p
Q96I99	11	p
Q9Y6W3	11	p
P20700	11	p
P51151	11	p
Q9UL15	11	p
Q96BY6	11	p
O75525	11	p
Q9BX97	11	#N/A
P50443	11	#N/A
Q9NQW6	11	#N/A
P49756	11	p
Q9BYT8	11	p
Q9NRG1	11	#N/A
P17540	11	#N/A
O15335	11	#N/A
Q92619	11	p
Q16512	11	p
Q96CS7	11	#N/A
P43007	11	#N/A
Q9Y3E5	11	p
Q8N1G2	11	p
Q96AE4	11	p
Q9H1E3	11	p
Q9BQ69	11	p
P43121	11	p
Q5QJ74	11	#N/A
Q6SZW1	11	#N/A
A0A0C4DH25	11	#N/A
P08571	11	p
P16949	11	p
A0A075B6K5	11	#N/A
P80748	11	#N/A
Q8NI99	11	#N/A
Q9BYC5	12	p
Q08174	12	p
Q13751	12	#N/A
Q5W0U4	12	#N/A
Q86TB9	12	p
P16444	12	#N/A
P15428	12	#N/A
Q9UJ72	12	#N/A
P15088	12	#N/A
O75794	12	p
Q9Y6U3	12	#N/A
P07988	12	#N/A
P60604	12	p
Q14894	12	#N/A
Q01780	12	p
Q9BTZ2	12	p
Q9UHQ4	12	p
P50238	12	p
P23610	12	#N/A
Q8NDC0	12	#N/A
P13498	12	p
Q9H4L5	12	p
O60934	12	#N/A
P23743	12	p
Q15797	12	#N/A
P42566	12	p
Q14116	12	p
Q9NUQ6	12	p
Q9UEU0	12	p
Q9UPY3	12	p
Q92625	12	#N/A
Q9Y3C8	12	p
Q9NSE4	12	p
Q96A33	12	p
O95425	12	p
Q8N3D4	12	p
Q8IWV8	12	p
Q9P0K7	12	p
Q96DE0	12	p
O15212	12	p
P30825	12	#N/A
Q9H0M0	12	#N/A
P18827	12	p
P30260	12	p
Q96CW5	12	p
O14727	12	#N/A
Q8N5K1	12	p
Q9ULF5	12	#N/A
Q12824	12	p
Q9H9G7	12	#N/A
Q9ULH0	12	#N/A
O00534	12	#N/A
O15551	12	#N/A
P30533	12	p
Q9NRR8	12	#N/A
O95379	12	p
Q9UK45	12	p
P23588	12	p
P29218	12	p
O00308	12	#N/A
P80404	12	p
P52298	12	p
Q9UL18	12	#N/A
Q969E2	12	p
Q9Y4P8	12	#N/A
O15439	12	#N/A
Q96FX7	12	p
Q15257	12	p
Q8ND76	12	p
O00170	12	p
Q8WXF7	12	#N/A
P55285	12	#N/A
P50895	12	p
P09486	12	p
O14578	12	#N/A
Q53EZ4	12	#N/A
Q9Y5X2	12	p
Q9NVS9	12	p
Q14118	12	p
P78559	12	p
Q9NZR2	12	#N/A
O95497	12	#N/A
Q13243	12	p
P02461	12	p
P01717	12	#N/A
A0A075B6K4	12	#N/A
P42357	12	#N/A
P20851	12	#N/A
O00204	13	#N/A
Q9H6T0	13	#N/A
O15327	13	#N/A
P16233	13	#N/A
Q5VZK9	13	p
Q6YN16	13	p
Q8N2G8	13	p
Q9BZV1	13	p
Q92828	13	#N/A
Q9BT73	13	p
Q4G0X4	13	#N/A
Q96D46	13	p
Q8IXI1	13	#N/A
Q16651	13	#N/A
P61009	13	p
Q96C19	13	p
P09913	13	p
P42331	13	#N/A
Q14790	13	p
Q99567	13	p
Q6GMV3	13	p
Q16850	13	p
Q9NP61	13	#N/A
P13762	13	#N/A
Q86TU7	13	#N/A
Q9UBP6	13	p
Q86X10	13	p
P50213	13	p
O14802	13	p
Q99538	13	p
Q92692	13	p
O15357	13	p
O00712	13	#N/A
O43719	13	p
O15438	13	#N/A
Q8TBQ9	13	#N/A
Q9Y2J8	13	p
Q5JPE7	13	#N/A
P26885	13	p
P55084	13	p
Q96AY3	13	p
O60443	13	p
Q13523	13	p
O43427	13	p
O75348	13	p
P53597	13	p
Q99459	13	p
Q9HCS7	13	p
P18887	13	#N/A
Q15173	13	#N/A
P54840	13	#N/A
O95498	13	#N/A
Q96C90	13	p
Q8WW22	13	p
Q96JC1	13	#N/A
Q96SI9	13	p
P16219	13	p
Q7Z7K6	13	#N/A
Q9Y613	13	p
P14384	13	p
Q14919	13	p
P09110	13	p
O95347	13	p
Q9HCE1	13	p
P27986	13	p
Q9BQ04	13	#N/A
Q96CF2	13	#N/A
Q8WUJ3	13	#N/A
Q9H0Q0	13	p
Q6UWE0	13	p
Q04721	13	#N/A
P11310	13	p
Q9NQ84	13	#N/A
Q9UKN8	13	p
Q02218	13	p
Q14683	13	p
Q9BQ39	13	p
Q9Y3E1	13	p
Q9NVG8	13	#N/A
Q13242	13	p
P17213	13	p
O75477	13	p
P14406	13	p
Q9UM47	13	#N/A
P43235	13	#N/A
P26583	13	p
Q8TCD5	13	p
P24539	13	p
P61513	13	p
Q8NC51	13	p
P13688	13	#N/A
P23141	13	p
Q9NPG4	13	#N/A
Q9Y266	13	p
Q92783	13	p
Q00013	13	p
P07093	13	p
P00374	13	#N/A
P04066	13	p
P00439	13	#N/A
P04211	13	#N/A
P06858	13	#N/A
P01701	13	#N/A
O14791	13	#N/A
A0A075B6H7	13	#N/A
P29034	14	#N/A
Q92817	14	#N/A
Q14573	14	p
O96009	14	#N/A
P27701	14	#N/A
Q04912	14	#N/A
Q96J01	14	p
Q8N271	14	#N/A
P08861	14	#N/A
Q5TFE4	14	p
Q8N201	14	#N/A
Q8NB37	14	p
Q5EBM0	14	#N/A
Q9H1Y0	14	#N/A
Q5VW36	14	#N/A
Q05048	14	p
O43264	14	p
Q96HR9	14	p
O75694	14	p
P78536	14	p
Q9Y2H1	14	p
Q9UNX4	14	p
P62633	14	p
Q01970	14	p
Q16831	14	p
Q99717	14	#N/A
P78346	14	p
Q9HD26	14	p
B1ANS9	14	#N/A
Q9UHL4	14	p
Q6IA69	14	p
Q6ZMG9	14	#N/A
Q15386	14	p
P49356	14	#N/A
Q9BSR8	14	p
Q6PD62	14	p
O00338	14	#N/A
Q99836	14	#N/A
P29320	14	#N/A
Q9UKK9	14	p
Q01432	14	p
P61916	14	p
O95602	14	p
P31151	14	#N/A
Q99523	14	p
Q96FZ7	14	p
Q15021	14	#N/A
Q9BVG4	14	p
P51809	14	p
P31930	14	p
Q13153	14	p
Q9Y2B0	14	p
P27448	14	p
O95816	14	p
Q01968	14	p
Q9Y2E4	14	p
Q04724	14	#N/A
Q9BV86	14	p
Q8WWQ0	14	#N/A
P21397	14	#N/A
Q9Y2Z0	14	p
P07711	14	p
Q6PKG0	14	p
Q96BJ3	14	p
Q9P0J7	14	p
O95292	14	p
Q8WTV0	14	#N/A
O94985	14	p
Q14689	14	p
Q9NPR2	14	#N/A
P46821	14	p
Q14353	14	p
Q06278	14	#N/A
O75054	14	#N/A
A0A075B6I9	14	#N/A
Q5XPI4	14	#N/A
P01602	14	#N/A
Q92522	14	p
P02549	14	p
P16157	14	p
O75636	14	#N/A
Q9H871	15	#N/A
Q8N357	15	p
P51178	15	p
Q8NCL4	15	#N/A
O95857	15	#N/A
P41743	15	p
Q9Y6R1	15	#N/A
O14907	15	p
Q9NTX5	15	p
O15379	15	p
Q99895	15	#N/A
Q9Y530	15	p
P19397	15	#N/A
Q16647	15	p
Q8N8Y2	15	#N/A
Q32MZ4	15	p
P42685	15	#N/A
Q86V21	15	p
Q5TAQ9	15	#N/A
P45954	15	p
O94822	15	p
A8K7I4	15	#N/A
O43598	15	p
Q96MW5	15	p
Q676U5	15	#N/A
Q9BTV4	15	p
Q86XA9	15	p
P00750	15	#N/A
Q8NF50	15	p
Q15080	15	#N/A
P49754	15	p
Q96JG6	15	p
Q14410	15	#N/A
Q9Y4D1	15	p
P78362	15	p
Q9NR99	15	p
Q9NZD8	15	p
O60739	15	#N/A
Q63ZY3	15	p
Q9UKF6	15	p
P61962	15	p
Q13042	15	p
Q9UKV8	15	p
Q92804	15	p
Q15291	15	#N/A
Q2NL82	15	p
P14598	15	#N/A
P46977	15	p
P35637	15	p
Q9BWF3	15	#N/A
P19256	15	p
O95571	15	p
Q9BXR0	15	p
Q9Y4P1	15	p
Q5T1M5	15	p
P35659	15	p
P08138	15	#N/A
Q99471	15	p
P47813	15	p
Q92542	15	p
Q9NZW5	15	p
Q9GZL7	15	p
P30048	15	p
P11169	15	#N/A
P35232	15	p
P15374	15	p
Q92859	15	p
A0A0B4J1U7	15	#N/A
P17405	15	#N/A
Q8WWZ8	15	#N/A
Q9BXR6	15	#N/A
Q13753	16	#N/A
P09093	16	#N/A
P48449	16	p
Q99747	16	p
O95436	16	#N/A
Q12802	16	p
Q9Y3A3	16	p
O95361	16	#N/A
P11117	16	p
Q9NYL2	16	p
Q8IVG5	16	p
Q13011	16	p
Q8WUF5	16	p
P08651	16	#N/A
O60711	16	p
Q15262	16	p
Q32P41	16	#N/A
Q9NZT1	16	#N/A
Q15599	16	p
P50151	16	#N/A
Q9NWT1	16	#N/A
Q9NUQ8	16	p
Q8TDL5	16	#N/A
Q96T51	16	p
Q15208	16	p
Q9H0J9	16	p
Q9Y3E7	16	p
P78310	16	#N/A
Q9ULV0	16	p
O00178	16	p
Q9NXH9	16	p
P27338	16	#N/A
P51858	16	p
Q9UKS6	16	p
Q92835	16	p
O60907	16	#N/A
P57772	16	p
P17174	16	p
Q16774	16	p
P08582	16	#N/A
Q6VY07	16	#N/A
O14983	16	#N/A
O15042	16	p
Q3MHD2	16	p
Q9UHY7	16	p
P35626	16	#N/A
P16284	16	p
P62306	16	p
P22307	16	p
O75400	16	p
Q07075	16	#N/A
Q96QD8	16	#N/A
O94805	16	#N/A
P26022	16	p
P16989	16	p
Q9H6X2	16	p
Q00325	16	p
P49748	16	p
P35052	16	p
Q99719	16	#N/A
P55287	16	#N/A
O00625	16	p
Q658P3	16	p
Q16769	16	#N/A
P80188	16	p
Q9NPH3	16	#N/A
P12036	16	#N/A
Q12913	16	p
P19174	16	p
P06681	16	#N/A
P08514	16	#N/A
Q96PD5	16	#N/A
P04180	16	#N/A
P06310	16	#N/A
P19652	16	#N/A
O00187	16	#N/A
Q99417	17	p
Q6UXG2	17	#N/A
O95159	17	p
Q9Y4K1	17	p
P28288	17	p
O14732	17	p
O75146	17	p
Q9Y5Y6	17	#N/A
Q8N392	17	p
O43815	17	#N/A
Q7L523	17	#N/A
Q9H7D0	17	p
Q9NQE9	17	p
Q9Y221	17	p
Q05682	17	p
P06731	17	#N/A
O15084	17	p
P06280	17	p
Q32P44	17	p
Q9UK59	17	#N/A
Q9NX62	17	p
Q96FS4	17	p
Q7Z4G1	17	p
Q9BRX2	17	p
Q9NQT5	17	p
Q8NF37	17	p
Q99653	17	p
Q13641	17	#N/A
Q86WQ0	17	p
O75592	17	p
Q96FN4	17	p
Q9BZ29	17	p
Q15057	17	p
P34949	17	p
Q93096	17	p
Q8NI22	17	p
P35914	17	p
Q9Y2W1	17	p
Q9BZL1	17	p
Q969H8	17	p
Q9NV96	17	p
Q9NY12	17	p
Q9Y3C6	17	p
Q9BXX0	17	p
Q13303	17	p
Q14165	17	p
Q7Z7G0	17	p
Q8N8S7	17	p
Q9NUJ1	17	p
Q9BPX3	17	#N/A
Q9BXJ4	17	#N/A
P49441	17	p
Q9HCM2	17	#N/A
P18440	17	p
P01706	17	#N/A
P01266	17	#N/A
P03952	17	#N/A
P31327	17	p
P00915	17	p
P49888	17	#N/A
P03951	17	#N/A
Q9P2D3	18	p
P29466	18	p
Q9H1P3	18	#N/A
Q96CD0	18	#N/A
Q9H1H9	18	p
P23469	18	p
Q8NBN3	18	p
Q96Q05	18	#N/A
Q9C0I1	18	p
O14772	18	#N/A
Q8TCU6	18	p
Q96SB4	18	p
Q9UKD2	18	p
Q99685	18	p
P32121	18	#N/A
O00469	18	p
Q92600	18	p
Q96EK5	18	p
Q8WUM0	18	p
Q9H2H9	18	#N/A
Q9NV88	18	p
P04181	18	p
Q15052	18	p
P31431	18	p
Q8N3U4	18	p
Q9Y4K0	18	p
Q8NAV1	18	p
Q9Y5Y2	18	p
Q99570	18	p
Q9UBN7	18	p
P25774	18	p
Q9BVJ7	18	p
Q49A26	18	p
Q9BZF1	18	p
Q92990	18	p
Q9Y6M5	18	p
Q12797	18	p
Q6DKJ4	18	p
Q8IZL8	18	p
Q4V9L6	18	p
Q2TB90	18	#N/A
Q8NFH4	18	p
Q16822	18	p
P80303	18	p
Q14289	18	#N/A
P42704	18	p
Q9NX08	18	#N/A
P62875	18	p
Q9P1F3	18	p
Q9BUL8	18	p
O15127	18	p
A4D1P6	18	p
Q12974	18	p
Q5JSL3	18	p
O00425	18	#N/A
P33992	18	p
P83881	18	#N/A
Q92688	18	p
Q9BRX8	18	p
Q9C0C9	18	p
Q10588	18	#N/A
Q8TBF2	18	p
Q02952	18	p
P01709	18	#N/A
O76074	18	p
Q15904	18	p
O75954	18	#N/A
Q10469	18	#N/A
Q12882	18	p
P47914	18	p
Q8TE68	19	#N/A
Q14435	19	#N/A
O60664	19	p
P15056	19	#N/A
P55259	19	#N/A
Q6UWV6	19	#N/A
P08581	19	#N/A
Q460N5	19	p
Q92979	19	p
P49662	19	p
Q8IWX8	19	p
Q15397	19	p
Q15654	19	p
Q9UHN6	19	p
Q8IXH7	19	p
P32189	19	#N/A
Q9HBI0	19	#N/A
Q5JVF3	19	p
P08572	19	p
Q9H3R2	19	#N/A
P07477	19	#N/A
Q7Z7H5	19	p
O94906	19	p
Q9BQE5	19	p
Q9BXB4	19	p
Q9NZL4	19	p
O14929	19	p
P20701	19	p
O14974	19	p
Q9Y6G5	19	p
Q15645	19	#N/A
Q96RT1	19	p
Q92922	19	p
Q9UBS4	19	p
Q9NRY6	19	#N/A
P61964	19	p
Q6L8Q7	19	p
Q9UKA9	19	#N/A
Q7L7X3	19	p
P62312	19	p
Q12765	19	p
Q96H20	19	p
Q9H773	19	p
Q16629	19	p
P51857	19	#N/A
Q15043	19	p
P51692	19	p
Q9UN36	19	p
A0A0J9YX35	19	#N/A
A0A075B6Q5	19	#N/A
Q15819	19	p
Q99623	19	p
P61764	19	p
A0A0C4DH36	19	#N/A
P62316	19	p
Q96P70	19	p
Q9BUD6	19	#N/A
O75897	19	#N/A
O60462	19	p
P01824	19	#N/A
P06331	19	#N/A
P09327	20	#N/A
Q8N0W3	20	p
Q5H9U9	20	#N/A
Q9H1I8	20	#N/A
Q9NXG2	20	#N/A
Q8NEZ5	20	#N/A
Q86SZ2	20	p
Q9C0B5	20	p
Q86W42	20	p
O75844	20	p
Q14562	20	p
Q8TC12	20	p
Q16513	20	p
Q96P48	20	p
Q9H9A5	20	p
Q8N1B4	20	p
P20702	20	#N/A
Q9Y5M8	20	p
P11532	20	p
Q9UHR4	20	#N/A
Q9H0A0	20	p
Q9UEY8	20	p
Q9UIC8	20	p
P16455	20	p
O15498	20	p
Q9UHV9	20	p
Q86VE9	20	#N/A
Q9BUQ8	20	p
Q15139	20	#N/A
P42574	20	p
Q9NTJ5	20	p
P29353	20	p
Q9NSY1	20	p
O15294	20	p
Q99714	20	p
P23468	20	#N/A
Q16819	20	#N/A
Q9UNF1	20	p
Q6UWP2	20	p
Q13126	20	p
P22897	20	#N/A
A0A0J9YVY3	20	#N/A
P01766	20	#N/A
Q08170	20	p
P08473	20	#N/A
Q07955	20	p
Q9NRV9	20	p
P04433	20	#N/A
P23297	20	#N/A
P02766	20	#N/A
Q96RW7	20	#N/A
Q76LX8	20	#N/A
Q93088	20	#N/A
Q9NPH2	20	p
Q13546	21	#N/A
O00592	21	p
Q7Z5R6	21	p
Q9NR09	21	p
P55268	21	p
Q13158	21	p
Q96S59	21	p
Q14247	21	p
P53602	21	p
P54727	21	p
Q9NPJ3	21	p
O60306	21	p
Q9BQ67	21	p
Q16644	21	p
Q92621	21	p
P00749	21	#N/A
Q969M3	21	p
P61289	21	p
Q12972	21	p
Q9Y5K6	21	p
P78347	21	p
O00267	21	p
Q66K14	21	p
B0I1T2	21	p
P53677	21	#N/A
Q96C86	21	p
Q13315	21	p
Q9UGV2	21	p
Q9UQE7	21	p
Q5TZA2	21	p
Q8NBQ5	21	p
P30084	21	p
P50583	21	p
Q86YZ3	21	#N/A
P78356	21	p
P45973	21	p
Q9BZL6	21	#N/A
Q13618	21	p
Q9NRN7	21	p
O43852	21	p
P13612	21	p
Q9H0H5	21	#N/A
P57723	21	#N/A
P00918	21	p
Q08830	21	#N/A
P12081	21	p
P59768	21	p
P36959	21	p
Q3ZCW2	21	p
Q93099	21	#N/A
P13591	21	#N/A
Q9Y6Z7	21	#N/A
P13928	22	#N/A
Q5VT79	22	#N/A
Q9BW27	22	p
Q8TD06	22	#N/A
Q14997	22	p
Q9UHQ9	22	p
Q15165	22	p
P29590	22	p
Q9BV20	22	p
Q02156	22	#N/A
Q8TDX7	22	#N/A
Q9Y6X5	22	p
Q2TAL8	22	p
A6NHQ2	22	p
Q13033	22	p
Q9H329	22	#N/A
Q9NYL9	22	p
Q7Z2Z2	22	p
Q9BXB5	22	#N/A
Q13769	22	p
P61956	22	#N/A
O43169	22	p
Q8NFH3	22	p
Q9UJX2	22	p
Q6ZVM7	22	p
Q9UHB6	22	p
P51606	22	p
P08579	22	p
Q96J02	22	p
Q9NRW3	22	p
O43818	22	p
Q96Q11	22	p
O75915	22	p
Q13492	22	p
Q96FV2	22	p
Q9UDY4	22	p
Q9NRY4	22	p
Q9H3N1	22	p
Q9UJW0	22	p
P30046	22	p
Q92734	22	p
Q04837	22	p
P40939	22	p
Q9Y383	22	p
Q13867	22	p
P62304	22	p
A0A0B4J1X8	22	#N/A
P05186	22	p
P20908	22	p
P26927	22	#N/A
P07954	22	p
Q9UNP9	22	p
P05160	22	#N/A
P04424	22	p
O95833	23	#N/A
P52735	23	p
P16118	23	#N/A
Q03169	23	p
Q9BTT6	23	p
Q9HAB8	23	p
Q2M389	23	p
Q96SU4	23	p
Q9H3P2	23	#N/A
Q70J99	23	p
Q9NQZ2	23	p
Q08AF3	23	p
Q14766	23	p
Q05315	23	#N/A
P51159	23	p
O60231	23	p
Q8N8A2	23	p
Q9BZK7	23	p
Q8TCE6	23	#N/A
P49770	23	p
Q9P2E9	23	p
Q9NRL3	23	#N/A
O76071	23	p
Q9Y5K5	23	p
Q93100	23	p
O14841	23	p
O14879	23	p
Q9UNE7	23	p
Q68E01	23	p
Q96S44	23	p
O43149	23	p
Q9C0J8	23	p
P00167	23	p
Q01085	23	p
Q13595	23	p
Q9Y4D7	23	p
Q6P2E9	23	p
O43301	23	p
P31749	23	p
Q14980	23	p
Q10713	23	p
Q8IWV7	23	p
Q96M27	23	p
P51571	23	p
P51452	23	p
P19388	23	p
Q86YQ8	23	#N/A
Q96GK7	23	p
Q2M2I8	23	#N/A
Q9P0L0	23	p
P42766	23	p
Q96PY5	23	p
Q9UI15	23	#N/A
Q9UPY6	23	#N/A
P54687	23	#N/A
Q16719	23	p
Q13790	23	#N/A
A0A0C4DH32	23	#N/A
Q02241	23	#N/A
Q13404	23	p
Q6EMK4	23	#N/A
Q15493	23	#N/A
Q99983	23	#N/A
P21695	23	#N/A
Q9H2A2	23	#N/A
P49961	24	p
P50135	24	#N/A
Q9P287	24	p
P32455	24	p
P09917	24	#N/A
Q96BN8	24	p
P04626	24	p
Q14669	24	p
Q9Y2Q5	24	p
Q16787	24	#N/A
Q9UI26	24	p
Q92797	24	p
O14530	24	p
Q9ULC5	24	p
Q15036	24	p
Q15796	24	p
Q8NF91	24	p
Q7LBR1	24	p
Q13976	24	p
Q12996	24	p
Q8TDZ2	24	p
Q63HR2	24	#N/A
Q08209	24	p
Q8IW45	24	p
Q96AX1	24	p
O95155	24	p
P98082	24	p
Q15843	24	p
Q9Y6M1	24	p
Q9H270	24	p
Q5R3I4	24	p
O43148	24	p
P07108	24	p
Q8IV20	24	#N/A
P10515	24	p
Q86VB7	24	#N/A
Q8IVF7	24	p
O15126	24	p
Q9BTT0	24	p
Q96L46	24	#N/A
O75155	24	#N/A
Q99962	24	#N/A
